fund_id,product_code,class_id,team_class_code,row_kind,year_rank,period,return_pct,source_page,quality_status
FUND000079,KR5118420062,CLASS000938,A-G,class_return,3,2022.11.01~2023.10.31,5.65,45,NORMAL
FUND000079,KR5118420062,CLASS000938,A-G,class_return,4,2021.11.01~2022.10.31,1.11,45,NORMAL
FUND000079,KR5118420062,CLASS000938,A-G,class_return,5,2020.11.01~2021.10.31,0.98,45,NORMAL
FUND000079,KR5118420062,CLASS000941,C-G,class_return,1,2024.11.01~2025.10.31,3.31,45,NORMAL
FUND000079,KR5118420062,CLASS000941,C-G,class_return,2,2023.11.01~2024.10.31,5.11,45,NORMAL
FUND000079,KR5118420062,CLASS000941,C-G,class_return,3,2022.11.01~2023.10.31,5.49,45,NORMAL
FUND000079,KR5118420062,CLASS000941,C-G,class_return,4,2021.11.01~2022.10.31,0.96,45,NORMAL
FUND000079,KR5118420062,CLASS000941,C-G,class_return,5,2020.11.01~2021.10.31,0.83,45,NORMAL
FUND000079,KR5118420062,CLASS000935,A,class_return,1,2024.11.01~2025.10.31,3.43,45,NORMAL
FUND000079,KR5118420062,CLASS000935,A,class_return,2,2023.11.01~2024.10.31,5.23,45,NORMAL
FUND000079,KR5118420062,CLASS000935,A,class_return,3,2022.11.01~2023.10.31,5.61,45,NORMAL
FUND000079,KR5118420062,CLASS000935,A,class_return,4,2021.11.01~2022.10.31,1.07,45,NORMAL
FUND000079,KR5118420062,CLASS000935,A,class_return,5,2020.11.01~2021.10.31,0.94,45,NORMAL
FUND000079,KR5118420062,CLASS000937,A-e,class_return,1,2024.11.01~2025.10.31,3.48,45,NORMAL
FUND000079,KR5118420062,CLASS000937,A-e,class_return,2,2023.11.01~2024.10.31,5.28,45,NORMAL
FUND000079,KR5118420062,CLASS000937,A-e,class_return,3,2022.11.01~2023.10.31,5.66,45,NORMAL
FUND000079,KR5118420062,CLASS000937,A-e,class_return,4,2021.11.01~2022.10.31,1.12,45,NORMAL
FUND000079,KR5118420062,CLASS000937,A-e,class_return,5,2020.11.01~2021.10.31,0.99,45,NORMAL
FUND000079,KR5118420062,CLASS000939,C,class_return,1,2024.11.01~2025.10.31,3.22,46,NORMAL
FUND000079,KR5118420062,CLASS000939,C,class_return,2,2023.11.01~2024.10.31,5.02,46,NORMAL
FUND000079,KR5118420062,CLASS000939,C,class_return,3,2022.11.01~2023.10.31,5.4,46,NORMAL
FUND000079,KR5118420062,CLASS000939,C,class_return,4,2021.11.01~2022.10.31,0.87,46,NORMAL
FUND000079,KR5118420062,CLASS000939,C,class_return,5,2020.11.01~2021.10.31,0.74,46,NORMAL
FUND000079,KR5118420062,CLASS000940,C-e,class_return,1,2024.11.01~2025.10.31,3.4,46,NORMAL
FUND000079,KR5118420062,CLASS000940,C-e,class_return,2,2023.11.01~2024.10.31,5.2,46,NORMAL
FUND000079,KR5118420062,CLASS000940,C-e,class_return,3,2022.11.01~2023.10.31,5.58,46,NORMAL
FUND000079,KR5118420062,CLASS000940,C-e,class_return,4,2021.11.01~2022.10.31,1.05,46,NORMAL
FUND000079,KR5118420062,CLASS000940,C-e,class_return,5,2020.11.01~2021.10.31,0.92,46,NORMAL
FUND000079,KR5118420062,CLASS000942,C-F,class_return,1,2024.11.01~2025.10.31,3.56,46,NORMAL
FUND000079,KR5118420062,CLASS000942,C-F,class_return,2,2023.11.01~2024.10.31,5.37,46,NORMAL
FUND000079,KR5118420062,CLASS000942,C-F,class_return,3,2022.11.01~2023.10.31,5.75,46,NORMAL
FUND000079,KR5118420062,CLASS000942,C-F,class_return,4,2021.11.01~2022.10.31,1.2,46,NORMAL
FUND000079,KR5118420062,CLASS000942,C-F,class_return,5,2020.11.01~2021.10.31,1.08,46,NORMAL
FUND000079,KR5118420062,CLASS000948,S,class_return,1,2024.11.01~2025.10.31,2.93,46,NORMAL
FUND000079,KR5118420062,CLASS000945,C-W,class_return,1,2024.11.01~2025.10.31,3.58,46,NORMAL
FUND000079,KR5118420062,CLASS000945,C-W,class_return,2,2023.11.01~2024.10.31,5.38,46,NORMAL
FUND000079,KR5118420062,CLASS000945,C-W,class_return,3,2022.11.01~2023.10.31,5.77,46,NORMAL
FUND000079,KR5118420062,CLASS000945,C-W,class_return,4,2021.11.01~2022.10.31,1.22,46,NORMAL
FUND000079,KR5118420062,CLASS000945,C-W,class_return,5,2020.11.01~2021.10.31,1.09,46,NORMAL
FUND000079,KR5118420062,CLASS000943,C-P,class_return,1,2024.11.01~2025.10.31,3.34,46,NORMAL
FUND000079,KR5118420062,CLASS000943,C-P,class_return,2,2023.11.01~2024.10.31,5.14,46,NORMAL
FUND000079,KR5118420062,CLASS000943,C-P,class_return,3,2022.11.01~2023.10.31,5.53,46,NORMAL
FUND000079,KR5118420062,CLASS000943,C-P,class_return,4,2021.11.01~2022.10.31,0.99,46,NORMAL
FUND000079,KR5118420062,CLASS000943,C-P,class_return,5,2020.11.01~2021.10.31,0.86,46,NORMAL
FUND000079,KR5118420062,CLASS000946,C-P1,class_return,1,2024.11.01~2025.10.31,3.29,46,NORMAL
FUND000079,KR5118420062,CLASS000946,C-P1,class_return,2,2023.11.01~2024.10.31,5.09,46,NORMAL
FUND000079,KR5118420062,CLASS000946,C-P1,class_return,3,2022.11.01~2023.10.31,5.47,46,NORMAL
FUND000079,KR5118420062,CLASS000946,C-P1,class_return,4,2021.11.01~2022.10.31,0.94,46,NORMAL
FUND000079,KR5118420062,CLASS000946,C-P1,class_return,5,2020.11.01~2021.10.31,0.81,46,NORMAL
FUND000079,KR5118420062,CLASS000936,A2,class_return,1,2024.11.01~2025.10.31,3.58,46,NORMAL
FUND000079,KR5118420062,CLASS000936,A2,class_return,2,2023.11.01~2024.10.31,5.38,46,NORMAL
FUND000079,KR5118420062,CLASS000936,A2,class_return,3,2022.11.01~2023.10.31,5.77,46,NORMAL
FUND000079,KR5118420062,CLASS000936,A2,class_return,4,2021.11.01~2022.10.31,1.22,46,NORMAL
FUND000079,KR5118420062,CLASS000936,A2,class_return,5,2020.11.01~2021.10.31,1.09,46,NORMAL
FUND000039,KR5119450058,CLASS000542,A1,class_return,1,2024.02.01~2025.01.31,-5.98,49,NORMAL
FUND000039,KR5119450058,CLASS000542,A1,class_return,2,2023.02.01~2024.01.31,-1.49,49,NORMAL
FUND000039,KR5119450058,CLASS000542,A1,class_return,3,2022.02.01~2023.01.31,-1.99,49,NORMAL
FUND000039,KR5119450058,CLASS000542,A1,class_return,4,2021.02.01~2022.01.31,11.37,49,NORMAL
FUND000039,KR5119450058,CLASS000542,A1,class_return,5,2020.02.01~2021.01.31,17.13,49,NORMAL
FUND000039,KR5119450058,CLASS000543,A-e,class_return,1,2024.02.01~2025.01.31,-5.65,49,NORMAL
FUND000039,KR5119450058,CLASS000543,A-e,class_return,2,2023.02.01~2024.01.31,-1.14,49,NORMAL
FUND000039,KR5119450058,CLASS000543,A-e,class_return,3,2022.02.01~2023.01.31,-1.64,49,NORMAL
FUND000039,KR5119450058,CLASS000543,A-e,class_return,4,2021.02.01~2022.01.31,11.75,49,NORMAL
FUND000039,KR5119450058,CLASS000543,A-e,class_return,5,2020.02.01~2021.01.31,17.54,49,NORMAL
FUND000039,KR5119450058,CLASS000544,C1,class_return,1,2024.02.01~2025.01.31,-6.45,49,NORMAL
FUND000039,KR5119450058,CLASS000544,C1,class_return,2,2023.02.01~2024.01.31,-1.98,49,NORMAL
FUND000039,KR5119450058,CLASS000544,C1,class_return,3,2022.02.01~2023.01.31,-2.47,49,NORMAL
FUND000039,KR5119450058,CLASS000544,C1,class_return,4,2021.02.01~2022.01.31,10.82,49,NORMAL
FUND000039,KR5119450058,CLASS000544,C1,class_return,5,2020.02.01~2021.01.31,16.55,49,NORMAL
FUND000039,KR5119450058,CLASS000545,C2,class_return,1,2024.02.01~2025.01.31,-8.35,49,NORMAL
FUND000039,KR5119450058,CLASS000545,C2,class_return,5,2020.02.01~2021.01.31,4.15,49,NORMAL
FUND000039,KR5119450058,CLASS000547,C4,class_return,1,2024.02.01~2025.01.31,-6.06,49,NORMAL
FUND000039,KR5119450058,CLASS000547,C4,class_return,2,2023.02.01~2024.01.31,-1.58,49,NORMAL
FUND000039,KR5119450058,CLASS000547,C4,class_return,3,2022.02.01~2023.01.31,-2.07,49,NORMAL
FUND000039,KR5119450058,CLASS000547,C4,class_return,4,2021.02.01~2022.01.31,11.27,49,NORMAL
FUND000039,KR5119450058,CLASS000547,C4,class_return,5,2020.02.01~2021.01.31,17.04,49,NORMAL
FUND000039,KR5119450058,CLASS000548,C-e,class_return,1,2024.02.01~2025.01.31,-5.79,49,NORMAL
FUND000039,KR5119450058,CLASS000548,C-e,class_return,2,2023.02.01~2024.01.31,-1.29,49,NORMAL
FUND000039,KR5119450058,CLASS000548,C-e,class_return,3,2022.02.01~2023.01.31,-1.79,49,NORMAL
FUND000039,KR5119450058,CLASS000548,C-e,class_return,4,2021.02.01~2022.01.31,11.59,49,NORMAL
FUND000039,KR5119450058,CLASS000548,C-e,class_return,5,2020.02.01~2021.01.31,17.37,49,NORMAL
FUND000039,KR5119450058,CLASS000552,C-r,class_return,1,2024.02.01~2025.01.31,-6.06,49,NORMAL
FUND000039,KR5119450058,CLASS000552,C-r,class_return,2,2023.02.01~2024.01.31,-1.57,49,NORMAL
FUND000039,KR5119450058,CLASS000552,C-r,class_return,3,2022.02.01~2023.01.31,-2.07,49,NORMAL
FUND000039,KR5119450058,CLASS000552,C-r,class_return,4,2021.02.01~2022.01.31,11.28,49,NORMAL
FUND000039,KR5119450058,CLASS000552,C-r,class_return,5,2020.02.01~2021.01.31,17.04,49,NORMAL
FUND000039,KR5119450058,CLASS000553,C-re,class_return,1,2024.02.01~2025.01.31,-5.69,49,NORMAL
FUND000039,KR5119450058,CLASS000553,C-re,class_return,2,2023.02.01~2024.01.31,-1.18,49,NORMAL
FUND000039,KR5119450058,CLASS000553,C-re,class_return,3,2022.02.01~2023.01.31,-1.69,49,NORMAL
FUND000039,KR5119450058,CLASS000553,C-re,class_return,4,2021.02.01~2022.01.31,11.7,49,NORMAL
FUND000039,KR5119450058,CLASS000553,C-re,class_return,5,2020.02.01~2021.01.31,17.49,49,NORMAL
FUND000039,KR5119450058,CLASS000555,S,class_return,1,2024.02.01~2025.01.31,-5.64,49,NORMAL
FUND000039,KR5119450058,CLASS000555,S,class_return,2,2023.02.01~2024.01.31,-1.14,49,NORMAL
FUND000039,KR5119450058,CLASS000555,S,class_return,3,2022.02.01~2023.01.31,-1.64,49,NORMAL
FUND000039,KR5119450058,CLASS000555,S,class_return,4,2021.02.01~2022.01.31,11.75,49,NORMAL
FUND000039,KR5119450058,CLASS000555,S,class_return,5,2020.02.01~2021.01.31,17.54,49,NORMAL
FUND000039,KR5119450058,CLASS000556,S-P,class_return,1,2024.02.01~2025.01.31,-5.55,49,NORMAL
FUND000039,KR5119450058,CLASS000556,S-P,class_return,2,2023.02.01~2024.01.31,-1.05,49,NORMAL
FUND000039,KR5119450058,CLASS000556,S-P,class_return,3,2022.02.01~2023.01.31,-1.55,49,NORMAL
FUND000039,KR5119450058,CLASS000556,S-P,class_return,4,2021.02.01~2022.01.31,11.86,49,NORMAL
FUND000039,KR5119450058,CLASS000556,S-P,class_return,5,2020.02.01~2021.01.31,17.67,49,NORMAL
FUND000039,KR5119450058,,,benchmark,1,2024.02.01~2025.01.31,-5.55,49,NORMAL
FUND000039,KR5119450058,,,benchmark,2,2023.02.01~2024.01.31,-1.05,49,NORMAL
FUND000039,KR5119450058,,,benchmark,3,2022.02.01~2023.01.31,-1.55,49,NORMAL
FUND000039,KR5119450058,,,benchmark,4,2021.02.01~2022.01.31,11.86,49,NORMAL
FUND000039,KR5119450058,,,benchmark,5,2020.02.01~2021.01.31,17.67,49,NORMAL
FUND000040,KR5119501001,CLASS000557,C1,class_return,1,2024.08.01~2025.07.31,3.15,34,NORMAL
FUND000040,KR5119501001,CLASS000557,C1,class_return,2,2023.08.01~2024.07.31,3.98,34,NORMAL
FUND000040,KR5119501001,CLASS000557,C1,class_return,3,2022.08.01~2023.07.31,2.73,34,NORMAL
FUND000040,KR5119501001,CLASS000557,C1,class_return,4,2021.08.01~2022.07.31,-0.57,34,NORMAL
FUND000040,KR5119501001,CLASS000557,C1,class_return,5,2020.08.01~2021.07.31,0.01,34,NORMAL
FUND000040,KR5119501001,CLASS000558,C-e,class_return,1,2024.08.01~2025.07.31,3.29,34,NORMAL
FUND000040,KR5119501001,CLASS000558,C-e,class_return,2,2023.08.01~2024.07.31,4.13,34,NORMAL
FUND000040,KR5119501001,CLASS000558,C-e,class_return,3,2022.08.01~2023.07.31,2.86,34,NORMAL
FUND000040,KR5119501001,CLASS000558,C-e,class_return,4,2021.08.01~2022.07.31,-0.44,34,NORMAL
FUND000040,KR5119501001,CLASS000558,C-e,class_return,5,2020.08.01~2021.07.31,0.15,34,NORMAL
FUND000040,KR5119501001,,,benchmark,1,2024.08.01~2025.07.31,3.74,34,NORMAL
FUND000040,KR5119501001,,,benchmark,2,2023.08.01~2024.07.31,4.44,34,NORMAL
FUND000040,KR5119501001,,,benchmark,3,2022.08.01~2023.07.31,3.33,34,NORMAL
FUND000040,KR5119501001,,,benchmark,4,2021.08.01~2022.07.31,0.2,34,NORMAL
FUND000040,KR5119501001,,,benchmark,5,2020.08.01~2021.07.31,0.51,34,NORMAL
FUND000041,KR5119520012,CLASS000569,C-r,class_return,1,2024.02.01~2025.01.31,6.35,49,NORMAL
FUND000041,KR5119520012,CLASS000569,C-r,class_return,2,2023.02.01~2024.01.31,4.36,49,NORMAL
FUND000041,KR5119520012,CLASS000569,C-r,class_return,3,2022.02.01~2023.01.31,-1.31,49,NORMAL
FUND000041,KR5119520012,CLASS000569,C-r,class_return,4,2021.02.01~2022.01.31,-2.34,49,NORMAL
FUND000041,KR5119520012,CLASS000569,C-r,class_return,5,2020.02.01~2021.01.31,1.35,49,NORMAL
FUND000041,KR5119520012,CLASS000570,C-re,class_return,1,2024.02.01~2025.01.31,6.45,49,NORMAL
FUND000041,KR5119520012,CLASS000570,C-re,class_return,2,2023.02.01~2024.01.31,4.46,49,NORMAL
FUND000041,KR5119520012,CLASS000570,C-re,class_return,3,2022.02.01~2023.01.31,-1.21,49,NORMAL
FUND000041,KR5119520012,CLASS000570,C-re,class_return,4,2021.02.01~2022.01.31,-2.24,49,NORMAL
FUND000041,KR5119520012,CLASS000570,C-re,class_return,5,2020.02.01~2021.01.31,1.45,49,NORMAL
FUND000041,KR5119520012,,,benchmark,1,2024.02.01~2025.01.31,6.73,49,NORMAL
FUND000041,KR5119520012,,,benchmark,2,2023.02.01~2024.01.31,4.26,49,NORMAL
FUND000041,KR5119520012,,,benchmark,3,2022.02.01~2023.01.31,-1.38,49,NORMAL
FUND000041,KR5119520012,,,benchmark,4,2021.02.01~2022.01.31,-2.52,49,NORMAL
FUND000041,KR5119520012,,,benchmark,5,2020.02.01~2021.01.31,0.86,49,NORMAL
FUND000042,KR5120420039,,,fund,1,2024/09/05~2025/09/04,4.85,60,NORMAL
FUND000042,KR5120420039,,,fund,2,2023/09/05~2024/09/04,8.95,60,NORMAL
FUND000042,KR5120420039,,,fund,3,2022/09/05~2023/09/04,4.35,60,NORMAL
FUND000042,KR5120420039,,,fund,4,2021/09/05~2022/09/04,-6.05,60,NORMAL
FUND000042,KR5120420039,,,fund,5,2020/09/05~2021/09/04,0.8,60,NORMAL
FUND000042,KR5120420039,,,benchmark,1,2024/09/05~2025/09/04,4.21,60,NORMAL
FUND000042,KR5120420039,,,benchmark,2,2023/09/05~2024/09/04,7.52,60,NORMAL
FUND000042,KR5120420039,,,benchmark,3,2022/09/05~2023/09/04,3.76,60,NORMAL
FUND000042,KR5120420039,,,benchmark,4,2021/09/05~2022/09/04,-6.58,60,NORMAL
FUND000042,KR5120420039,,,benchmark,5,2020/09/05~2021/09/04,-0.14,60,NORMAL
FUND000042,KR5120420039,CLASS000575,A,class_return,1,2024/09/05~2025/09/04,4.72,60,NORMAL
FUND000042,KR5120420039,CLASS000575,A,class_return,2,2023/09/05~2024/09/04,8.82,60,NORMAL
FUND000042,KR5120420039,CLASS000575,A,class_return,3,2022/09/05~2023/09/04,4.23,60,NORMAL
FUND000042,KR5120420039,CLASS000575,A,class_return,4,2021/09/05~2022/09/04,-6.17,60,NORMAL
FUND000042,KR5120420039,CLASS000575,A,class_return,5,2020/09/05~2021/09/04,0.68,60,NORMAL
FUND000042,KR5120420039,CLASS000576,C1,class_return,1,2024/09/05~2025/09/04,4.41,60,NORMAL
FUND000042,KR5120420039,CLASS000576,C1,class_return,2,2023/09/05~2024/09/04,8.5,60,NORMAL
FUND000042,KR5120420039,CLASS000576,C1,class_return,3,2022/09/05~2023/09/04,3.92,60,NORMAL
FUND000042,KR5120420039,CLASS000576,C1,class_return,4,2021/09/05~2022/09/04,-6.45,60,NORMAL
FUND000042,KR5120420039,CLASS000576,C1,class_return,5,2020/09/05~2021/09/04,0.38,60,NORMAL
FUND000042,KR5120420039,CLASS000577,C2,class_return,1,2024/09/05~2025/09/04,4.22,60,NORMAL
FUND000042,KR5120420039,CLASS000577,C2,class_return,2,2023/09/05~2024/09/04,4.59,60,NORMAL
FUND000042,KR5120420039,CLASS000577,C2,class_return,3,2022/09/05~2023/09/04,5.62,60,NORMAL
FUND000042,KR5120420039,CLASS000577,C2,class_return,4,2021/09/05~2022/09/04,-6.36,60,NORMAL
FUND000042,KR5120420039,CLASS000577,C2,class_return,5,2020/09/05~2021/09/04,0.48,60,NORMAL
FUND000042,KR5120420039,CLASS000580,CF,class_return,1,2024/09/05~2025/09/04,4.67,60,NORMAL
FUND000042,KR5120420039,CLASS000580,CF,class_return,2,2023/09/05~2024/09/04,8.77,60,NORMAL
FUND000042,KR5120420039,CLASS000580,CF,class_return,3,2022/09/05~2023/09/04,-0.02,60,NORMAL
FUND000042,KR5120420039,CLASS000581,CP,class_return,1,2024/09/05~2025/09/04,4.51,61,NORMAL
FUND000042,KR5120420039,CLASS000581,CP,class_return,2,2023/09/05~2024/09/04,8.61,61,NORMAL
FUND000042,KR5120420039,CLASS000581,CP,class_return,3,2022/09/05~2023/09/04,4.02,61,NORMAL
FUND000042,KR5120420039,CLASS000581,CP,class_return,4,2021/09/05~2022/09/04,-6.36,61,NORMAL
FUND000042,KR5120420039,CLASS000581,CP,class_return,5,2020/09/05~2021/09/04,0.48,61,NORMAL
FUND000042,KR5120420039,CLASS000578,CW,class_return,1,2024/09/05~2025/09/04,4.72,61,NORMAL
FUND000042,KR5120420039,CLASS000578,CW,class_return,2,2023/09/05~2024/09/04,8.82,61,NORMAL
FUND000042,KR5120420039,CLASS000578,CW,class_return,3,2022/09/05~2023/09/04,4.23,61,NORMAL
FUND000042,KR5120420039,CLASS000578,CW,class_return,4,2021/09/05~2022/09/04,-6.17,61,NORMAL
FUND000042,KR5120420039,CLASS000578,CW,class_return,5,2020/09/05~2021/09/04,0.68,61,NORMAL
FUND000042,KR5120420039,CLASS000584,A2,class_return,1,2024/09/05~2025/09/04,4.51,61,NORMAL
FUND000042,KR5120420039,CLASS000584,A2,class_return,2,2023/09/05~2024/09/04,8.61,61,NORMAL
FUND000042,KR5120420039,CLASS000584,A2,class_return,3,2022/09/05~2023/09/04,4.02,61,NORMAL
FUND000042,KR5120420039,CLASS000584,A2,class_return,4,2021/09/05~2022/09/04,-6.36,61,NORMAL
FUND000042,KR5120420039,CLASS000584,A2,class_return,5,2020/09/05~2021/09/04,0.48,61,NORMAL
FUND000042,KR5120420039,CLASS000586,S,class_return,1,2024/09/05~2025/09/04,4.63,61,NORMAL
FUND000042,KR5120420039,CLASS000586,S,class_return,2,2023/09/05~2024/09/04,8.72,61,NORMAL
FUND000042,KR5120420039,CLASS000586,S,class_return,3,2022/09/05~2023/09/04,4.12,61,NORMAL
FUND000042,KR5120420039,CLASS000586,S,class_return,4,2021/09/05~2022/09/04,-6.26,61,NORMAL
FUND000042,KR5120420039,CLASS000586,S,class_return,5,2020/09/05~2021/09/04,0.58,61,NORMAL
FUND000042,KR5120420039,CLASS000587,S-P,class_return,1,2024/09/05~2025/09/04,4.64,61,NORMAL
FUND000042,KR5120420039,CLASS000587,S-P,class_return,2,2023/09/05~2024/09/04,8.74,61,NORMAL
FUND000042,KR5120420039,CLASS000587,S-P,class_return,3,2022/09/05~2023/09/04,4.14,61,NORMAL
FUND000042,KR5120420039,CLASS000587,S-P,class_return,4,2021/09/05~2022/09/04,-6.25,61,NORMAL
FUND000042,KR5120420039,CLASS000587,S-P,class_return,5,2020/09/05~2021/09/04,0.6,61,NORMAL
FUND000042,KR5120420039,CLASS000588,Ae,class_return,1,2024/09/05~2025/09/04,4.62,61,NORMAL
FUND000042,KR5120420039,CLASS000588,Ae,class_return,2,2023/09/05~2024/09/04,8.72,61,NORMAL
FUND000042,KR5120420039,CLASS000588,Ae,class_return,3,2022/09/05~2023/09/04,4.12,61,NORMAL
FUND000042,KR5120420039,CLASS000588,Ae,class_return,4,2021/09/05~2022/09/04,-6.26,61,NORMAL
FUND000042,KR5120420039,CLASS000588,Ae,class_return,5,2020/09/05~2021/09/04,0.58,61,NORMAL
FUND000042,KR5120420039,CLASS000590,C-Pe,class_return,1,2024/09/05~2025/09/04,4.62,61,NORMAL
FUND000042,KR5120420039,CLASS000590,C-Pe,class_return,2,2023/09/05~2024/09/04,8.72,61,NORMAL
FUND000042,KR5120420039,CLASS000590,C-Pe,class_return,3,2022/09/05~2023/09/04,4.12,61,NORMAL
FUND000042,KR5120420039,CLASS000590,C-Pe,class_return,4,2021/09/05~2022/09/04,-6.26,61,NORMAL
FUND000042,KR5120420039,CLASS000590,C-Pe,class_return,5,2020/09/05~2021/09/04,0.58,61,NORMAL
FUND000042,KR5120420039,CLASS000591,C-P2e,class_return,1,2024/09/05~2025/09/04,4.6,61,NORMAL
FUND000042,KR5120420039,CLASS000591,C-P2e,class_return,2,2023/09/05~2024/09/04,8.69,61,NORMAL
FUND000042,KR5120420039,CLASS000591,C-P2e,class_return,3,2022/09/05~2023/09/04,4.1,61,NORMAL
FUND000042,KR5120420039,CLASS000591,C-P2e,class_return,4,2021/09/05~2022/09/04,-6.28,61,NORMAL
FUND000042,KR5120420039,CLASS000591,C-P2e,class_return,5,2020/09/05~2021/09/04,0.56,61,NORMAL
FUND000042,KR5120420039,CLASS000583,C-P2,class_return,1,2024/09/05~2025/09/04,4.46,61,NORMAL
FUND000042,KR5120420039,CLASS000583,C-P2,class_return,2,2023/09/05~2024/09/04,8.56,61,NORMAL
FUND000042,KR5120420039,CLASS000583,C-P2,class_return,3,2022/09/05~2023/09/04,3.97,61,NORMAL
FUND000042,KR5120420039,CLASS000583,C-P2,class_return,4,2021/09/05~2022/09/04,-6.41,61,NORMAL
FUND000042,KR5120420039,CLASS000583,C-P2,class_return,5,2020/09/05~2021/09/04,0.43,61,NORMAL
FUND000043,KR5120420091,,,fund,1,2023/12/21~2024/12/20,4.24,60,NORMAL
FUND000043,KR5120420091,,,fund,2,2022/12/21~2023/12/20,4.73,60,NORMAL
FUND000043,KR5120420091,,,benchmark,1,2023/12/21~2024/12/20,3.73,60,NORMAL
FUND000043,KR5120420091,,,benchmark,2,2022/12/21~2023/12/20,4.04,60,NORMAL
FUND000043,KR5120420091,CLASS000593,A,class_return,1,2023/12/21~2024/12/20,3.92,60,NORMAL
FUND000043,KR5120420091,CLASS000593,A,class_return,2,2022/12/21~2023/12/20,4.43,60,NORMAL
FUND000043,KR5120420091,CLASS000594,Ae,class_return,1,2023/12/21~2024/12/20,4.01,60,NORMAL
FUND000043,KR5120420091,CLASS000594,Ae,class_return,2,2022/12/21~2023/12/20,4.54,60,NORMAL
FUND000043,KR5120420091,CLASS000595,C,class_return,1,2023/12/21~2024/12/20,3.35,60,NORMAL
FUND000043,KR5120420091,CLASS000595,C,class_return,2,2022/12/21~2023/12/20,4.29,60,NORMAL
FUND000043,KR5120420091,CLASS000596,Ce,class_return,1,2023/12/21~2024/12/20,3.95,60,NORMAL
FUND000043,KR5120420091,CLASS000596,Ce,class_return,2,2022/12/21~2023/12/20,4.44,60,NORMAL
FUND000043,KR5120420091,CLASS000597,C-F,class_return,1,2023/12/21~2024/12/20,4.07,60,NORMAL
FUND000043,KR5120420091,CLASS000597,C-F,class_return,2,2022/12/21~2023/12/20,4.56,60,NORMAL
FUND000043,KR5120420091,,C-P(연금),class_return,1,2023/12/21~2024/12/20,4.08,60,NORMAL
FUND000043,KR5120420091,,C-P(연금),class_return,2,2022/12/21~2023/12/20,4.5,60,NORMAL
FUND000043,KR5120420091,,C-Pe(연금),class_return,1,2023/12/21~2024/12/20,4.02,60,NORMAL
FUND000043,KR5120420091,,C-Pe(연금),class_return,2,2022/12/21~2023/12/20,4.51,60,NORMAL
FUND000043,KR5120420091,,C-Re(퇴직연금),class_return,1,2023/12/21~2024/12/20,4.03,61,NORMAL
FUND000043,KR5120420091,,C-Re(퇴직연금),class_return,2,2022/12/21~2023/12/20,4.52,61,NORMAL
FUND000043,KR5120420091,CLASS000605,S,class_return,1,2023/12/21~2024/12/20,4.0,61,NORMAL
FUND000043,KR5120420091,CLASS000605,S,class_return,2,2022/12/21~2023/12/20,4.5,61,NORMAL
FUND000043,KR5120420091,CLASS000606,S-P,class_return,1,2023/12/21~2024/12/20,4.02,61,NORMAL
FUND000043,KR5120420091,CLASS000606,S-P,class_return,2,2022/12/21~2023/12/20,4.52,61,NORMAL
FUND000043,KR5120420091,,S-R(퇴직연금),class_return,1,2023/12/21~2024/12/20,4.03,61,NORMAL
FUND000043,KR5120420091,,S-R(퇴직연금),class_return,2,2022/12/21~2023/12/20,4.44,61,NORMAL
FUND000043,KR5120420091,,C-R(퇴직연금),class_return,1,2023/12/21~2024/12/20,3.99,61,NORMAL
FUND000043,KR5120420091,,C-R(퇴직연금),class_return,2,2022/12/21~2023/12/20,4.51,61,NORMAL
FUND000044,KR5120450015,,,fund,1,2023/12/19~2024/12/18,-1.15,68,NORMAL
FUND000044,KR5120450015,,,fund,2,2022/12/19~2023/12/18,14.73,68,NORMAL
FUND000044,KR5120450015,,,fund,3,2021/12/19~2022/12/18,-20.65,68,NORMAL
FUND000044,KR5120450015,,,fund,4,2020/12/19~2021/12/18,11.29,68,NORMAL
FUND000044,KR5120450015,,,fund,5,2019/12/19~2020/12/18,29.46,68,NORMAL
FUND000044,KR5120450015,,,benchmark,1,2023/12/19~2024/12/18,-4.01,68,NORMAL
FUND000044,KR5120450015,,,benchmark,2,2022/12/19~2023/12/18,11.71,68,NORMAL
FUND000044,KR5120450015,,,benchmark,3,2021/12/19~2022/12/18,-22.93,68,NORMAL
FUND000044,KR5120450015,,,benchmark,4,2020/12/19~2021/12/18,7.38,68,NORMAL
FUND000044,KR5120450015,,,benchmark,5,2019/12/19~2020/12/18,26.28,68,NORMAL
FUND000044,KR5120450015,CLASS000609,A1,class_return,1,2023/12/19~2024/12/18,-1.79,68,NORMAL
FUND000044,KR5120450015,CLASS000609,A1,class_return,2,2022/12/19~2023/12/18,14.01,68,NORMAL
FUND000044,KR5120450015,CLASS000609,A1,class_return,3,2021/12/19~2022/12/18,-21.18,68,NORMAL
FUND000044,KR5120450015,CLASS000609,A1,class_return,4,2020/12/19~2021/12/18,10.58,68,NORMAL
FUND000044,KR5120450015,CLASS000609,A1,class_return,5,2019/12/19~2020/12/18,28.62,68,NORMAL
FUND000044,KR5120450015,CLASS000610,C1,class_return,1,2023/12/19~2024/12/18,-2.43,68,NORMAL
FUND000044,KR5120450015,CLASS000610,C1,class_return,2,2022/12/19~2023/12/18,13.29,68,NORMAL
FUND000044,KR5120450015,CLASS000610,C1,class_return,3,2021/12/19~2022/12/18,-21.7,68,NORMAL
