fund_id,product_code,kind,rule_text,source_page
FUND000082,KR5123420039,매입기준가,∙ 오후 3시 이전에 자금을 납입한 경 우: 자금을 납입한 영업일로부터 제 2영업일(D+1)에 공고되는 기준가격 을 적용 ∙ 오후 3시 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제3영업일(D+2)에 공고되는 기준가 격을 적용,6
FUND000082,KR5123420039,환매기준가,∙ 오후 3시 이전에 환매를 청구한 경 우: 환매를 청구한 날로부터 제3영업일(D+2)에 공고되는 기준가격을 적용하여 제3영업일(D+2)에 관련세 금등을 공제한 후 판매회사를 경유 하여 환매대금을 지급 ∙ 오후 3시 경과 후에 환매를 청구한 경우: 환매를 청구한 날로부터 제4 영업일(D+3)에 공고되는 기준가격을 적용하여 제4영업일(D+3)에 관련세 금등을 공제한 후 판매회사를 경유 하여 환매대금을 지급,6
FUND000083,KR5123420049,매입기준가,∙ 17시 이전에 자금을 납입한 경우: 자 금을 납입한 영업일로부터 제2영업 일 (D+1)에 공고되는 기준가격을 적 용 ∙ 17시 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제3영업일 (D+2)에 공고되는 기준가격을 적용,5
FUND000083,KR5123420049,환매기준가,∙ 17시 이전에 환매를 청구한 경우: 환 매를 청구한 날로부터 제3영업일 (D+2)에 공고되는 기준가격을 적용 하여 제3영업일(D+2)에 관련세금등 을 공제한 후 판매회사를 경유하여 환매대금을 지급 ∙ 17시 경과 후에 환매를 청구한 경우: 환매를 청구한 날로부터 제4영업일 (D+3)에 공고되는 기준가격을 적용 하여 제4영업일(D+3)에 관련세금등 을 공제한 후 판매회사를 경유하여 환매대금을 지급,5
FUND000084,KR5123490013,매입기준가,∙ 오후 3시 30분 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제2영업일 (D+1)에 공고되는 기준가 격을 적용 ∙ 오후 3시 30분 경과 후에 자금을 납 입한 경우: 자금을 납입한 영업일로 부터 제3영업일 (D+2)에 공고되는 기준가격을 적용,7
FUND000084,KR5123490013,환매기준가,∙ 오후 3시 30분 이전에 환매를 청구한 경우: 환매를 청구한 날로부터 제2 영업일(D+1)에 공고되는 기준가격을 적용하여 제4영업일(D+3)에 관련세 금등을 공제한 후 판매회사를 경유 하여 환매대금을 지급합니다. ∙ 오후 3시 30분 경과 후에 환매를 청 구한 경우: 환매를 청구한 날로부터 제3영업일(D+2)에 공고되는 기준가 격을 적용하여 제4영업일(D+3)에 관 련세금등을 공제한 후 판매회사를 경유하여 환매대금을 지급합니다.,7
FUND000084,KR5123490016,매입기준가,∙ 오후 3시 30분 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제2영업일 (D+1)에 공고되는 기준가 격을 적용 ∙ 오후 3시 30분 경과 후에 자금을 납 입한 경우: 자금을 납입한 영업일로 부터 제3영업일 (D+2)에 공고되는 기준가격을 적용,7
FUND000084,KR5123490016,환매기준가,∙ 오후 3시 30분 이전에 환매를 청구한 경우: 환매를 청구한 날로부터 제2 영업일(D+1)에 공고되는 기준가격을 적용하여 제4영업일(D+3)에 관련세 금등을 공제한 후 판매회사를 경유 하여 환매대금을 지급합니다. ∙ 오후 3시 30분 경과 후에 환매를 청 구한 경우: 환매를 청구한 날로부터 제3영업일(D+2)에 공고되는 기준가 격을 적용하여 제4영업일(D+3)에 관 련세금등을 공제한 후 판매회사를 경유하여 환매대금을 지급합니다.,7
FUND000084,KR5123490017,매입기준가,∙ 오후 3시 30분 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제2영업일 (D+1)에 공고되는 기준가 격을 적용 ∙ 오후 3시 30분 경과 후에 자금을 납 입한 경우: 자금을 납입한 영업일로 부터 제3영업일 (D+2)에 공고되는 기준가격을 적용,7
FUND000084,KR5123490017,환매기준가,∙ 오후 3시 30분 이전에 환매를 청구한 경우: 환매를 청구한 날로부터 제2 영업일(D+1)에 공고되는 기준가격을 적용하여 제4영업일(D+3)에 관련세 금등을 공제한 후 판매회사를 경유 하여 환매대금을 지급합니다. ∙ 오후 3시 30분 경과 후에 환매를 청 구한 경우: 환매를 청구한 날로부터 제3영업일(D+2)에 공고되는 기준가 격을 적용하여 제4영업일(D+3)에 관 련세금등을 공제한 후 판매회사를 경유하여 환매대금을 지급합니다.,7
FUND000032,KR5125450023,매입기준가,오후 3시 30분 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 3시 30분 경과 후 자금을 납입한 경우: 자금을 납입한 영업일로부터 제3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,5
FUND000032,KR5125450023,환매기준가,오후 3시 30분 이전에 환매를 청구한 경우 : 환매청구일로부터 제2영업일(D+1)에 공고되는 기준가격을 적용. 제4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급 오후 3시 30분 경과 후에 환매를 청구한 경우 : 환매청구일로부터 제3영업일(D+2)에 공고되는 기준가격을 적용. 제4영업일(D+3)에 관련세금 등을 공제한 후 환매대금을 지급,5
FUND000033,KR5125450070,매입기준가,오후 3시 30분 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 3시 30분 경과 후 자금을 납입한 경우: 자금을 납입한 영업일로부터 제3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,5
FUND000033,KR5125450070,환매기준가,오후 3시 30분 이전에 환매를 청구한 경우 : 환매청구일로부터 제2영업일(D+1)에 공고되는 기준가격을 적용. 제4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급 오후 3시 30분 경과 후에 환매를 청구한 경우 : 환매청구일로부터 제3영업일(D+2)에 공고되는 기준가격을 적용. 제4영업일(D+3)에 관련세금 등을 공제한 후 환매대금을 지급,5
FUND000021,KR5127420034,매입기준가,"(단, 이 투자신탁을 최초로 설정하는 때에는 투자신탁 최초설 정일의 기준가격은 1,000좌당 1,000원으로 함) 1) 17시(오후 5시) 이전에 자금을 납입한 경우: 자금을 납입한 영업일(T)의 다음 영업일(T+1)에 공고되는 기준가격을 적용 2) 17시(오후 5시) 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 제3영업일(T+2)에 공고 되는 기준가격을 적용  17시(오후 5시)  17시(오후 5시)  ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 매입청구의 취소 및 정정은 매입청구일 당일 중 판매회사의 영업가능 시간까지만 매입청구의 취소 및 정정이 가능합니다.",19
FUND000021,KR5127420034,환매기준가,1) 17시(오후 5시) 이전에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제3영업일(T+2)의 기준가격을 적용하여 환매청구일로부터 제3영업일(T+2)에 환매금액 지급 2) 17시(오후 5시) 경과 후에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제4영업일(T+3)의 기준가격 을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급  17시(오후 5시) 기준가격 적용일 환매청구일 이전 환매시 환매대금 지급일 17시(오후 5시) 기준가격 적용일 환매청구일 경과 후 환매시 환매대금 지급일 ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. - 21 - ※ 환매청구의 취소 및 정정은 환매청구일 당일 중 판매회사의 영업가능 시간까지만 환매청구의 취소 및 정정이 가능합니다.,21
FUND000021,KR5127420039,매입기준가,"(단, 이 투자신탁을 최초로 설정하는 때에는 투자신탁 최초설 정일의 기준가격은 1,000좌당 1,000원으로 함) 1) 17시(오후 5시) 이전에 자금을 납입한 경우: 자금을 납입한 영업일(T)의 다음 영업일(T+1)에 공고되는 기준가격을 적용 2) 17시(오후 5시) 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 제3영업일(T+2)에 공고 되는 기준가격을 적용  17시(오후 5시)  17시(오후 5시)  ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 매입청구의 취소 및 정정은 매입청구일 당일 중 판매회사의 영업가능 시간까지만 매입청구의 취소 및 정정이 가능합니다.",19
FUND000021,KR5127420039,환매기준가,1) 17시(오후 5시) 이전에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제3영업일(T+2)의 기준가격을 적용하여 환매청구일로부터 제3영업일(T+2)에 환매금액 지급 2) 17시(오후 5시) 경과 후에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제4영업일(T+3)의 기준가격 을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급  17시(오후 5시) 기준가격 적용일 환매청구일 이전 환매시 환매대금 지급일 17시(오후 5시) 기준가격 적용일 환매청구일 경과 후 환매시 환매대금 지급일 ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. - 21 - ※ 환매청구의 취소 및 정정은 환매청구일 당일 중 판매회사의 영업가능 시간까지만 환매청구의 취소 및 정정이 가능합니다.,21
FUND000022,KR5127420045,매입기준가,"(단, 이 투자신탁을 최초로 설정하는 때에는 투자신탁 최초설 정일의 기준가격은 1,000좌당 1,000원으로 함) 1) 17시(오후 5시) 이전에 자금을 납입한 경우: 자금을 납입한 영업일(T)의 다음 영업일(T+1)에 공고되는 기 준가격을 적용 2) 17시(오후 5시) 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 제3영업일(T+2)에 공고되 는 기준가격을 적용  17시(오후 5시)  17시(오후 5시)  ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 매입청구의 취소 및 정정은 매입청구일 당일 중 판매회사의 영업가능 시간까지만 매입청구의 취소 및 정정이 가능합니다.",21
FUND000022,KR5127420045,환매기준가,1) 17시(오후 5시) 이전에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제3영업일(T+2)의 기준가격을 적 용하여 환매청구일로부터 제3영업일(T+2)에 환매금액 지급 2) 17시(오후 5시) 경과 후에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제4영업일(T+3)의 기준가격을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급  17시(오후 5시) 기준가격 적용일 환매청구일 이전 환매시 환매대금 지급일 17시(오후 5시) 기준가격 적용일 환매청구일 경과 후 환매시 환매대금 지급일 - 23 - ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 환매청구의 취소 및 정정은 환매청구일 당일 중 판매회사의 영업가능 시간까지만 환매청구의 취소 및 정정이 가능합니다.,22
FUND000023,KR5127420083,매입기준가,"(단, 이 투자신탁을 최초로 설정하는 때에는 투자신탁 최초설 정일의 기준가격은 1,000좌당 1,000원으로 함) 1) 17시(오후 5시) 이전에 자금을 납입한 경우: 자금을 납입한 영업일(T)의 제2영업일(T+1)에 공고되는 기 준가격을 적용 2) 17시(오후 5시) 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 제3영업일(T+2)에 공고 되는 기준가격을 적용  17시(오후 5시)  17시(오후 5시)  ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 매입청구의 취소 및 정정은 매입청구일 당일 중 판매회사의 영업가능 시간까지만 매입청구의 취소 및 정정이 가능합니다.",20
FUND000023,KR5127420083,환매기준가,1) 17시(오후 5시) 이전에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제3영업일(T+2)의 기준가격을 적용하여 환매청구일로부터 제3영업일(T+2)에 환매금액 지급 2) 17시(오후 5시) 경과 후에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제4영업일(T+3)의 기준가격 을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급  17시(오후 5시) 기준가격 적용일 환매청구일 이전 환매시 환매대금 지급일 17시(오후 5시) 기준가격 적용일 환매청구일 경과 후 환매시 환매대금 지급일 ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 환매청구의 취소 및 정정은 환매청구일 당일 중 판매회사의 영업가능 시간까지만 환매청구의 취소 및 정정이 가능합니다.,21
FUND000024,KR5127450117,매입기준가,"(단, 이 투자신탁을 최초로 설정하는 때에는 투자신탁 최초설 정일의 기준가격은 1,000좌당 1,000원으로 함) 1) 15시 30분(오후 3시 30분) 이전에 자금을 납입한 경우: 자금을 납입한 영업일(T)의 다음 영업일(T+1)에 공고되는 기준가격을 적용 2) 15시 30분(오후 3시 30분) 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 제3영업일 (T+2)에 공고되는 기준가격을 적용  15시 30분  15시 30분  ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 매입청구의 취소 및 정정은 매입청구일 당일 15시 30분 이전까지만 가능합니다. 다만, 15시 30분 경과 후 매입청구를 한 경우 에는 당일 중 판매회사의 영업가능 시간까지만 매입청구의 취소 및 정정이 가능합니다.",20
FUND000024,KR5127450117,환매기준가,"1) 15시 30분(오후 3시 30분) 이전에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제2영업일(T+1)의 기준가격을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급 2) 15시 30분(오후 3시 30분) 경과 후에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제3영업일(T+2) 의 기준가격을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급 제1영업일  15시 30분 환매청구일 기준가격 적용일 환매대금 지급일 이전 환매시 15시 30분 환매청구일 기준가격 적용일 환매대금 지급일 경과 후 환매시 ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 환매청구의 취소 및 정정은 환매청구일 당일 15시 30분 이전까지만 가능합니다. 다만, 15시 30분 경과 후 환매청구를 한 경우 에는 당일 중 판매회사의 영업가능 시간까지만 환매청구의 취소 및 정정이 가능합니다.",22
FUND000025,KR5127450215,매입기준가,"(단, 이 투자신탁을 최초로 설정하는 때에는 투자신탁 최초설 정일의 기준가격은 1,000좌당 1,000원으로 함) 1) 15시 30분(오후 3시 30분) 이전에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 다음영업일 (T+1)에 공고되는 기준가격을 적용 2) 15시 30분(오후 3시 30분) 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 제3영업일 (T+2)에 공고되는 기준가격을 적용",23
FUND000025,KR5127450215,환매기준가,"1) 15시 30분(오후 3시 30분) 이전에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제2영업일(T+1)의 - 25 - 기준가격을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급 2) 15시 30분(오후 3시 30분) 경과 후에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제3영업일(T+2) 의 기준가격을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급  15시 30분 환매청구일 기준가격 적용일 환매대금 지급일 이전 환매시 15시 30분 환매청구일 기준가격 적용일 환매대금 지급일 경과 후 환매시 ※ 한국거래소의 개장일을 영업일로 하며 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 환매청구의 취소 및 정정은 환매청구일 당일 15시 30분 이전까지만 가능합니다. 다만, 15시 30분 경과 후 환매청구를 한 경우 에는 당일 중 판매회사의 영업가능 시간까지만 환매청구의 취소 및 정정이 가능합니다.",25
FUND000025,KR5127450217,매입기준가,"(단, 이 투자신탁을 최초로 설정하는 때에는 투자신탁 최초설 정일의 기준가격은 1,000좌당 1,000원으로 함) 1) 15시 30분(오후 3시 30분) 이전에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 다음영업일 (T+1)에 공고되는 기준가격을 적용 2) 15시 30분(오후 3시 30분) 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 제3영업일 (T+2)에 공고되는 기준가격을 적용",23
FUND000025,KR5127450217,환매기준가,"1) 15시 30분(오후 3시 30분) 이전에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제2영업일(T+1)의 - 25 - 기준가격을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급 2) 15시 30분(오후 3시 30분) 경과 후에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 제3영업일(T+2) 의 기준가격을 적용하여 환매청구일로부터 제4영업일(T+3)에 환매금액 지급  15시 30분 환매청구일 기준가격 적용일 환매대금 지급일 이전 환매시 15시 30분 환매청구일 기준가격 적용일 환매대금 지급일 경과 후 환매시 ※ 한국거래소의 개장일을 영업일로 하며 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 환매청구의 취소 및 정정은 환매청구일 당일 15시 30분 이전까지만 가능합니다. 다만, 15시 30분 경과 후 환매청구를 한 경우 에는 당일 중 판매회사의 영업가능 시간까지만 환매청구의 취소 및 정정이 가능합니다.",25
FUND000026,KR5127450473,매입기준가,"(단, 이 투자신탁을 최초로 설정하는 때에는 투자신탁 최초설 정일의 기준가격은 1,000좌당 1,000원으로 함) 1) 15시 30분(오후 3시 30분) 이전에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 2영업일(T+1)에 공고되는 기준가격을 적용 2) 15시 30분(오후 3시 30분) 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일(T)로부터 3영업일(T+2) 에 공고되는 기준가격을 적용 1영업일(T) 2영업일(T+1) 3영업일(T+2) 15시 30분  - 24 - 15시 30분  ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 매입청구의 취소 및 정정은 매입청구일 당일 15시 30분 이전까지만 가능합니다. 다만, 15시 30분 경과 후 매입청구를 한 경우 에는 당일 중 판매회사의 영업가능 시간까지만 매입청구의 취소 및 정정이 가능합니다.",24
FUND000026,KR5127450473,환매기준가,"1) 15시 30분(오후 3시 30분) 이전에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 2영업일(T+1)의 기 준가격을 적용하여 환매청구일로부터 4영업일(T+3)에 환매금액 지급 2) 15시 30분(오후 3시 30분) 경과 후에 환매를 청구한 경우: 환매를 청구한 날(T)로부터 3영업일(T+2)의 기준가격을 적용하여 환매청구일로부터 4영업일(T+3)에 환매금액 지급 1영업일(T) 2영업일(T+1) 3영업일(T+2) 4영업일(T+3) 15시 30분 환매청구일 기준가격 적용일 환매대금 지급일 이전 환매시 15시 30분 환매청구일 기준가격 적용일 환매대금 지급일 경과 후 환매시 ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다. ※ 환매청구의 취소 및 정정은 환매청구일 당일 15시 30분 이전까지만 가능합니다. 다만, 15시 30분 경과 후 환매청구를 한 경우 에는 당일 중 판매회사의 영업가능 시간까지만 환매청구의 취소 및 정정이 가능합니다.",25
FUND000036,KR5129420025,매입기준가,· 오후 5시 이전에 자금을 납입한 경우 : 자금을 납입한 영업일의 다음 영업일 (D+1) 에 공고되는 기준가격을 적용하여 매입 · 오후 5시 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일로부터 3영업일(D+2) 에 공고되는 기준가격을 적용하여 매입,8
FUND000036,KR5129420025,환매기준가,· 오후 5시 이전에 환매를 청구한 경우 : 환매청구일로부터 다음 영업일(D+1)에 공고 되는 기준가격을 적용. 다음 영업일(D+1)에 관 련 세금 등을 공제한 후 환매대금을 지급 · 오후 5시 경과 후에 환매를 청구한 경우 : 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용. 3영업일(D+2)에 관련 세금 등을 공제한 후 환매대금을 지급,8
FUND000037,KR5129420031,매입기준가,· 오후 5시 이전에 자금을 납입한 경우 : 자금을 납입한 영업일의 다음 영업일 (D+1) 에 공고되는 기준가격을 적용하여 매입 · 오후 5시 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일로부터 3영업일(D+2) 에 공고되는 기준가격을 적용하여 매입,8
FUND000037,KR5129420031,환매기준가,· 오후 5시 이전에 환매를 청구한 경우 : 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용. 3영업일(D+2)에 관련 세금 등을 공제한 후 환매대금을 지급 · 오후 5시 경과 후에 환매를 청구한 경우 : 환매청구일로부터 4영업일(D+3)에 공고되는 기준가격을 적용. 4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급,8
FUND000004,KR5131420007,매입기준가,▪ 17시 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 2영업일에 공고되는 기 준가격을 적용하여 매입 ▪ 17시 경과 후 자금을 납입한 경우: 자금을 납입한 영업일로부터 3영업일에 공고되는 기 준가격을 적용하여 매입,5
FUND000004,KR5131420007,환매기준가,▪17시 이전에 환매를 청구한 경우: 환매청구일로 부터 3영업일에 공고되는 기준가격을 적용. 3영업 일에 관련세금 등을 공제한 후 환매대금 지급 ▪17시 경과 후에 환매를 청구한 경우: 환매청구일 로부터 4영업일에 공고되는 기준가격을 적용. 4영 업일에 관련세금 등을 공제한 후 환매대금 지급,5
FUND000005,KR5131420025,매입기준가,▪ 17시 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 2영업일에 공고되는 기 준가격을 적용하여 매입 ▪ 17시 경과 후 자금을 납입한 경우: 자금을 납입한 영업일로부터 3영업일에 공고되는 기 준가격을 적용하여 매입,5
FUND000005,KR5131420025,환매기준가,▪17시 이전에 환매를 청구한 경우: 환매청구일 로부 터 3영업일에 공고되는 기준가격을 적용. 3영업일에 관련세금 등을 공제한 후 환매대금 지급 ▪17시 경과 후에 환매를 청구한 경우: 환매청구일 로부터 4영업일에 공고되는 기준가격을 적용. 4영업 일에 관련세금 등을 공제한 후 환매대금 지급,5
FUND000010,KR5139420015,매입기준가,∙ 17시 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 ∙ 17시 경과 후 자금을 납입한 경우: 자금을 납입한 영업일로부터 제3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,7
FUND000010,KR5139420015,환매기준가,∙ 17시 이전에 환매를 청구한 경우: 환매 청구일로부터 제3영업일(D+2)에 공고되 는 기준가격을 적용. 제3영업일(D+2)에 관련 세금 등을 공제한 후 환매대금을 지급 ∙ 17시 경과 후에 환매를 청구한 경우: 환 매청구일로부터 제4영업일(D+3)에 공고 되는 기준가격을 적용. 제4영업일(D+3) 에 관련세금 등을 공제한 후 환매대금 을 지급,7
FUND000011,KR5139420020,매입기준가,∙ 17시 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 ∙ 17시 경과 후 자금을 납입한 경우: 자금 을 납입한 영업일로부터 제3영업일(D+2) 에 공고되는 기준가격을 적용하여 매입,7
FUND000011,KR5139420020,환매기준가,∙ 17시 이전에 환매를 청구한 경우: 환매 청구일로부터 제3영업일(D+2)에 공고되 는 기준가격을 적용. 제3영업일(D+2)에 관련 세금 등을 공제한 후 환매대금을 지급 ∙ 17시 경과 후에 환매를 청구한 경우: 환 매청구일로부터 제4영업일(D+3)에 공고 되는 기준가격을 적용. 제4영업일(D+3) 에 관련세금 등을 공제한 후 환매대금을 지급,7
FUND000027,KR5144420020,매입기준가,"매입청구시 적용되는 기준가격은 아래와 같으며, 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분하여 처리합니다. 가. 오후 5시 이전에 자금을 납입한 경우: 납입일(D일)의 다음 영업일(D+1일)에 공고되는 기준가격을 적용 나. 오후 5시 경과 후에 자금을 납입한 경우: 납입일(D일)로부터 3영업일(D+2일)에 공고되는 기준가격을 적용",23
FUND000027,KR5144420020,환매기준가,가. 오후 5시 이전 환매를 청구하는 경우: 환매를 청구한 날로부터 3 영업일(D+2)에 공고되는 기준가격을 적용하여 3 영업일(D+2)에 관련세금 등을 공제한 후 환매대금을 지급합니다. 나. 오후 5시 경과 후 환매를 청구하는 경우: 환매를 청구한 날로부터 4 영업일(D+3)에 공고되는 기준가격을 적용하여 4 영업일(D+3)에 관련세금 등을 공제한 후 환매대금을 지급합니다.,25
FUND000028,KR5144420081,매입기준가,"매입청구시 적용되는 기준가격은 아래와 같으며, 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분하여 처리합니다. ① 17시 이전에 자금을 납입한 경우: 납입일(D)로부터 2영업일(D+1)에 공고되는 기준가격을 적용 ② 17시 경과 후에 자금을 납입한 경우: 납입일(D)로부터 3영업일(D+2)에 공고되는 기준가격을 적용 ※ 이 투자신탁을 최초로 설정하는 때에는 투자신탁 최초설정일의 기준가격은 1,000원으로 합니다.",26
FUND000028,KR5144420081,환매기준가,① 17 시 이전 환매를 청구하는 경우: 환매를 청구한 날(D)로부터 3 영업일(D+2)에 공고되는 기준가격을 적용하여 5영업일(D+4)에 관련세금 등을 공제한 후 환매대금을 지급합니다. ② 17 시 경과 후에 환매를 청구하는 경우: 환매를 청구한 날(D)로부터 4 영업일(D+3)에 공고되는 기준가격을 적용하여 6영업일(D+5)에 관련세금 등을 공제한 후 환매대금을 지급합니다. ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분하여 처리합니다.,27
FUND000029,KR5144420091,매입기준가,"매입청구 시 적용되는 기준가격은 아래와 같으며, 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분하여 처리합니다. (가) 오후 5시 이전에 자금을 납입한 경우: 납입일(D일)로부터 2영업일(D+1일)에 공고되는 기준가격을 적용 (나) 오후 5시 경과 후에 자금을 납입한 경우: 납입일(D일)로부터 3영업일(D+2일)에 공고되는 기준가격을 적용",27
FUND000029,KR5144420091,환매기준가,(가) 오후5시 이전 환매를 청구하는 경우: 환매를 청구한 날(D 일)로부터 3 영업일(D+2 일)에 공고되는 기준가격을 적용하여 3영업일(D+2일) 에 관련세금 등을 공제한 후 환매대금을 지급합니다. (나) 오후5시 경과 후 환매를 청구하는 경우: 환매를 청구한 날(D 일)로부터 4 영업일(D+3 일)에 공고되는 기준가격을 적용하여 4영업일(D+3일) 에 관련세금 등을 공제한 후 환매대금을 지급합니다.,28
FUND000030,KR5144450095,매입기준가,"매입청구 시 적용되는 기준가격은 아래와 같으며, 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분하여 처리합니다. 가. 오후 3시 30분 이전에 자금을 납입한 경우: 납입일(D일)의 다음 영업일(D+1일)에 공고되는 기준가격을 적용 나. 오후 3시 30분 경과 후에 자금을 납입한 경우: 납입일(D일)로부터 3영업일(D+2일)에 공고되는 기준가격을 적용 ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분하여 처리합니다.",29
FUND000030,KR5144450095,환매기준가,가. 오후 3시 30분 이전 환매를 청구하는 경우: 환매를 청구한 날로부터 2 영업일에 공고되는 기준가격을 적용하여 4 영업일에 관련세금 등을 공제한 후 환매대금을 지급합니다. 나. 오후 3시 30분 경과 후 환매를 청구하는 경우: 환매를 청구한 날로부터 3 영업일에 공고되는 기준가격을 적용하여 4 영업일에 관련세금 등을 공제한 후 환매대금을 지급합니다. ※ 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분하여 처리합니다.,29
FUND000006,KR5147430065,매입기준가,투자신탁 최초설정일에 공고되는 기준가격,8
FUND000006,KR5147430065,환매기준가,[최초설정일로부터 운용전환일 이전] ㆍ17시(오후5시)이전 : 3영업일 기준가격 적용 4영업일 지급 ㆍ17시(오후5시)경과 후 : 4영업일 기준가격 적용 5영업일 지급 [운용전환일 이후] ㆍ17시(오후5시)이전 : 3영업일 기준가격 적용 3영업일 지급 ㆍ 17시(오후5시)경과 후 : 4영업일 기준가격 적용 4영업일 지급,8
