fund_id,product_code,team_class_code,class_id,mapping_status,raw_label,fee_type,channel,account_type,retail,eligibility,front_load_fee_text,back_load_fee_text,redemption_fee_text,switch_fee_text,total_fee_pct,distribution_fee_pct,peer_avg_fee_pct,total_fee_and_cost_pct,cost_projection_per_10m,fee_breakdown,source_pages,method,confidence,evidence
FUND000044,KR5120450015,CW,CLASS000620,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-랩,미징구,오프라인,,False,,없음,없음,없음,없음,0.165,0.00,-,0.1844,"{""1y"":""19"",""2y"":""39"",""3y"":""59"",""5y"":""104"",""10y"":""237""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0017""},{""label"":""transaction_cost"",""value"":""0.0456""}]","[45,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.00'), (3, '0.01'), (4, '0.005'), (5, '0.165'), (6, '0.0017'), (7, '0.1667'), (9, '0.1844'), (10, '0.0456')]"
FUND000044,KR5120450015,Ce,CLASS000615,EXACT_NORMALIZED_MATCH,수수료미징구-온라인,미징구,온라인,,True,,없음,없음,없음,없음,0.365,0.20,1.18,0.3844,"{""1y"":""39"",""2y"":""81"",""3y"":""124"",""5y"":""217"",""10y"":""495""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0017""},{""label"":""transaction_cost"",""value"":""0.0477""}]","[5,45]",cell_grid,1.0,클래스명: 수수료미징구- 온라인형(Ce) | 없음 없음 0.365 0.20 1.18 0.3844 39 81 124 217 495
FUND000044,KR5120450015,Cf,CLASS000627,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-기관,미징구,오프라인,,False,,없음,없음,없음,없음,0.195,0.03,-,0.195,"{""1y"":""20"",""2y"":""41"",""3y"":""63"",""5y"":""110"",""10y"":""249""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""}]","[46,49]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.03'), (3, '0.01'), (4, '0.005'), (5, '0.195'), (7, '0.195'), (9, '0.195')]"
FUND000044,KR5120450015,Ch,CLASS000614,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-고액,미징구,오프라인,,False,,없음,없음,없음,없음,0.415,0.25,-,0.415,"{""1y"":""45"",""2y"":""92"",""3y"":""140"",""5y"":""245"",""10y"":""551""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""}]","[45,42,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.25'), (3, '0.01'), (4, '0.005'), (5, '0.415'), (7, '0.415'), (9, '0.415')]"
FUND000044,KR5120450015,S,CLASS000619,EXACT_NORMALIZED_MATCH,수수료후취-온라인슈퍼,후취,온라인슈퍼,,True,,없음,3년 미만 환매시 환매금액의 0.15% 이내,없음,없음,0.315,0.15,-,0.3343,"{""1y"":""34"",""2y"":""70"",""3y"":""108"",""5y"":""189"",""10y"":""430""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0016""},{""label"":""transaction_cost"",""value"":""0.0481""}]","[45,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.15'), (3, '0.01'), (4, '0.005'), (5, '0.315'), (6, '0.0016'), (7, '0.3166'), (9, '0.3343'), (10, '0.0481')]"
FUND000044,KR5120450015,S-P,CLASS000628,EXACT_NORMALIZED_MATCH,수수료미징구-온라인슈퍼-퇴직연금,미징구,온라인슈퍼,퇴직연금,True,,없음,없음,없음,없음,0.295,0.13,-,0.3144,"{""1y"":""32"",""2y"":""66"",""3y"":""101"",""5y"":""178"",""10y"":""405""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0016""},{""label"":""transaction_cost"",""value"":""0.0481""}]","[46,49]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.13'), (3, '0.01'), (4, '0.005'), (5, '0.295'), (6, '0.0016'), (7, '0.2966'), (9, '0.3144'), (10, '0.0481')]"
FUND000044,KR5120450018,A1,CLASS000609,EXACT_NORMALIZED_MATCH,수수료선취-오프라인,선취,오프라인,,True,,0.8%,없음,없음,없음,0.645,0.48,1.38,0.6644,"{""1y"":""147"",""2y"":""218"",""3y"":""292"",""5y"":""452"",""10y"":""929""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0017""},{""label"":""transaction_cost"",""value"":""0.0481""}]","[5,45]",cell_grid,1.0,클래스명: 수수료선취- 오프라인(A1) | 납입금액이 0.8% 납입금액이 0.8% 0.645 0.48 1.38 0.6644 147 218 292 452 929
FUND000044,KR5120450018,AG,CLASS000621,EXACT_NORMALIZED_MATCH,수수료선취-오프라인-무권유저비용,선취,오프라인,,True,,납입금액의 0.4% 이내,없음,없음,없음,0.515,0.35,-,0.5327,"{""1y"":""94"",""2y"":""151"",""3y"":""211"",""5y"":""340"",""10y"":""723""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.00""},{""label"":""transaction_cost"",""value"":""0.0482""}]","[45,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.35'), (3, '0.01'), (4, '0.005'), (5, '0.515'), (6, '0.00'), (7, '0.515'), (9, '0.5327'), (10, '0.0482')]"
FUND000044,KR5120450018,Ae,CLASS000623,EXACT_NORMALIZED_MATCH,수수료선취-온라인,선취,온라인,,True,,납입금액의 0.4% 이내,없음,없음,없음,0.405,0.24,1.03,0.425,"{""1y"":""83"",""2y"":""129"",""3y"":""176"",""5y"":""279"",""10y"":""585""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0022""},{""label"":""transaction_cost"",""value"":""0.0466""}]","[5,46]",cell_grid,1.0,클래스명: 수수료선취- 온라인(Ae) | 납입금액이 0.4% 이내 납입금액이 0.4% 이내 0.405 0.24 1.03 0.425 83 129 176 279 585
FUND000044,KR5120450018,Af,CLASS000617,EXACT_NORMALIZED_MATCH,수수료선취-오프라인-기관,선취,오프라인,,False,,0.03%,없음,없음,없음,0.165,0.00,-,0.1844,"{""1y"":""22"",""2y"":""42"",""3y"":""62"",""5y"":""107"",""10y"":""240""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0017""},{""label"":""transaction_cost"",""value"":""0.048""}]","[45,42,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.00'), (3, '0.01'), (4, '0.005'), (5, '0.165'), (6, '0.0017'), (7, '0.1667'), (9, '0.1844'), (10, '0.048')]"
FUND000044,KR5120450018,C(장마),CLASS000616,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-주택마련,미징구,오프라인,주택마련,True,,없음,없음,없음,없음,1.165,1.00,-,1.1827,"{""1y"":""121"",""2y"":""248"",""3y"":""382"",""5y"":""669"",""10y"":""1524""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.00""},{""label"":""transaction_cost"",""value"":""0.0469""}]","[45,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '1.00'), (3, '0.01'), (4, '0.005'), (5, '1.165'), (6, '0.00'), (7, '1.165'), (9, '1.1827'), (10, '0.0469')]"
FUND000044,KR5120450018,C-P2,CLASS000625,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-개인연금,미징구,오프라인,개인연금,True,,없음,없음,없음,없음,0.785,0.62,-,0.8047,"{""1y"":""82"",""2y"":""169"",""3y"":""260"",""5y"":""455"",""10y"":""1037""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0019""},{""label"":""transaction_cost"",""value"":""0.0491""}]","[46,49]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.62'), (3, '0.01'), (4, '0.005'), (5, '0.785'), (6, '0.0019'), (7, '0.7869'), (9, '0.8047'), (10, '0.0491')]"
FUND000044,KR5120450018,C-P2e,CLASS000626,EXACT_NORMALIZED_MATCH,수수료미징구-온라인-개인연금,미징구,온라인,개인연금,True,,없음,없음,없음,없음,0.475,0.31,-,0.4948,{},"[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0021""},{""label"":""transaction_cost"",""value"":""0.048""}]",[46],detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.31'), (3, '0.01'), (4, '0.005'), (5, '0.475'), (6, '0.0021'), (7, '0.4771'), (9, '0.4948'), (10, '0.048')]"
FUND000044,KR5120450018,C-Pe,CLASS000624,EXACT_NORMALIZED_MATCH,수수료미징구-온라인-퇴직연금,미징구,온라인,퇴직연금,True,,없음,없음,없음,없음,0.465,0.30,-,0.4847,"{""1y"":""50"",""2y"":""102"",""3y"":""156"",""5y"":""274"",""10y"":""624""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.002""},{""label"":""transaction_cost"",""value"":""0.0481""}]","[46,49]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.30'), (3, '0.01'), (4, '0.005'), (5, '0.465'), (6, '0.002'), (7, '0.467'), (9, '0.4847'), (10, '0.0481')]"
FUND000044,KR5120450018,C1,CLASS000610,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-보수체감,미징구,오프라인,,True,,없음,없음,없음,없음,1.285,1.12,1.59,1.3036,"{""1y"":""134"",""2y"":""274"",""3y"":""421"",""5y"":""738"",""10y"":""1681""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0008""},{""label"":""transaction_cost"",""value"":""0.0483""}]","[5,45]",cell_grid,1.0,"클래스명: 수수료미징구 -오프라인-보 수체감 (C1) | 없음 없음 1.285 1.12 1.59 1.3036 134 274 421 738 1,681"
FUND000044,KR5120450018,C2,CLASS000611,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-보수체감,미징구,오프라인,,True,,없음,없음,없음,없음,1.175,1.01,1.59,1.1942,"{""1y"":""134"",""2y"":""274"",""3y"":""421"",""5y"":""738"",""10y"":""1681""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0016""},{""label"":""transaction_cost"",""value"":""0.0428""}]","[45,42,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '1.01'), (3, '0.01'), (4, '0.005'), (5, '1.175'), (6, '0.0016'), (7, '1.1766'), (8, '1.59'), (9, '1.1942'), (10, '0.0428')]"
FUND000044,KR5120450018,C3,CLASS000612,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-보수체감,미징구,오프라인,,True,,없음,없음,없음,없음,1.075,0.91,1.59,1.0944,"{""1y"":""134"",""2y"":""274"",""3y"":""421"",""5y"":""738"",""10y"":""1681""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0017""},{""label"":""transaction_cost"",""value"":""0.0485""}]","[45,42,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.91'), (3, '0.01'), (4, '0.005'), (5, '1.075'), (6, '0.0017'), (7, '1.0767'), (8, '1.59'), (9, '1.0944'), (10, '0.0485')]"
FUND000044,KR5120450018,C4,CLASS000613,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-보수체감,미징구,오프라인,,True,,없음,없음,없음,없음,0.985,0.82,1.59,1.0044,"{""1y"":""134"",""2y"":""274"",""3y"":""421"",""5y"":""738"",""10y"":""1681""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0017""},{""label"":""transaction_cost"",""value"":""0.0483""}]","[45,42,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.82'), (3, '0.01'), (4, '0.005'), (5, '0.985'), (6, '0.0017'), (7, '0.9867'), (8, '1.59'), (9, '1.0044'), (10, '0.0483')]"
FUND000044,KR5120450018,CG,CLASS000622,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-무권유저비용,미징구,오프라인,,True,,없음,없음,없음,없음,0.945,0.78,-,0.945,"{""1y"":""97"",""2y"":""198"",""3y"":""302"",""5y"":""525"",""10y"":""1165""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""}]","[45,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.78'), (3, '0.01'), (4, '0.005'), (5, '0.945'), (7, '0.945'), (9, '0.945')]"
FUND000044,KR5120450018,CP,CLASS000618,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-퇴직연금,미징구,오프라인,퇴직연금,True,,없음,없음,없음,없음,0.765,0.60,-,0.7844,"{""1y"":""80"",""2y"":""165"",""3y"":""253"",""5y"":""444"",""10y"":""1011""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0017""},{""label"":""transaction_cost"",""value"":""0.0482""}]","[45,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.60'), (3, '0.01'), (4, '0.005'), (5, '0.765'), (6, '0.0017'), (7, '0.7667'), (9, '0.7844'), (10, '0.0482')]"
FUND000044,KR5120450018,CW,CLASS000620,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-랩,미징구,오프라인,,False,,없음,없음,없음,없음,0.165,0.00,-,0.1844,"{""1y"":""19"",""2y"":""39"",""3y"":""59"",""5y"":""104"",""10y"":""237""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0017""},{""label"":""transaction_cost"",""value"":""0.0456""}]","[45,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.00'), (3, '0.01'), (4, '0.005'), (5, '0.165'), (6, '0.0017'), (7, '0.1667'), (9, '0.1844'), (10, '0.0456')]"
FUND000044,KR5120450018,Ce,CLASS000615,EXACT_NORMALIZED_MATCH,수수료미징구-온라인,미징구,온라인,,True,,없음,없음,없음,없음,0.365,0.20,1.18,0.3844,"{""1y"":""39"",""2y"":""81"",""3y"":""124"",""5y"":""217"",""10y"":""495""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0017""},{""label"":""transaction_cost"",""value"":""0.0477""}]","[5,45]",cell_grid,1.0,클래스명: 수수료미징구- 온라인형(Ce) | 없음 없음 0.365 0.20 1.18 0.3844 39 81 124 217 495
FUND000044,KR5120450018,Cf,CLASS000627,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-기관,미징구,오프라인,,False,,없음,없음,없음,없음,0.195,0.03,-,0.195,"{""1y"":""20"",""2y"":""41"",""3y"":""63"",""5y"":""110"",""10y"":""249""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""}]","[46,49]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.03'), (3, '0.01'), (4, '0.005'), (5, '0.195'), (7, '0.195'), (9, '0.195')]"
FUND000044,KR5120450018,Ch,CLASS000614,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-고액,미징구,오프라인,,False,,없음,없음,없음,없음,0.415,0.25,-,0.415,"{""1y"":""45"",""2y"":""92"",""3y"":""140"",""5y"":""245"",""10y"":""551""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""}]","[45,42,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.25'), (3, '0.01'), (4, '0.005'), (5, '0.415'), (7, '0.415'), (9, '0.415')]"
FUND000044,KR5120450018,S,CLASS000619,EXACT_NORMALIZED_MATCH,수수료후취-온라인슈퍼,후취,온라인슈퍼,,True,,없음,3년 미만 환매시 환매금액의 0.15% 이내,없음,없음,0.315,0.15,-,0.3343,"{""1y"":""34"",""2y"":""70"",""3y"":""108"",""5y"":""189"",""10y"":""430""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0016""},{""label"":""transaction_cost"",""value"":""0.0481""}]","[45,48]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.15'), (3, '0.01'), (4, '0.005'), (5, '0.315'), (6, '0.0016'), (7, '0.3166'), (9, '0.3343'), (10, '0.0481')]"
FUND000044,KR5120450018,S-P,CLASS000628,EXACT_NORMALIZED_MATCH,수수료미징구-온라인슈퍼-퇴직연금,미징구,온라인슈퍼,퇴직연금,True,,없음,없음,없음,없음,0.295,0.13,-,0.3144,"{""1y"":""32"",""2y"":""66"",""3y"":""101"",""5y"":""178"",""10y"":""405""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0016""},{""label"":""transaction_cost"",""value"":""0.0481""}]","[46,49]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.13'), (3, '0.01'), (4, '0.005'), (5, '0.295'), (6, '0.0016'), (7, '0.2966'), (9, '0.3144'), (10, '0.0481')]"
FUND000045,KR5120451001,A1,CLASS000629,EXACT_NORMALIZED_MATCH,수수료선취-오프라인,선취,오프라인,,True,제한없음,납입금액의 0.8%,없음,없음,없음,0.385,0.22,1.37,0.3868,"{""1y"":""121"",""2y"":""164"",""3y"":""209"",""5y"":""307"",""10y"":""597""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0018""},{""label"":""transaction_cost"",""value"":""0.0479""}]","[5,40]",cell_grid,1.0,클래스명: 수수료선취- 오프라인형(A1) | 납입금액 의 0.8% 수수료선취- 오프라인형(A1) 납입금액 의 0.8% 0.385 0.22 1.37 0.3868 121 164 209 307 597
FUND000045,KR5120451001,Ae,CLASS000633,EXACT_NORMALIZED_MATCH,수수료선취-온라인,선취,온라인,,True,판매회사 등이 제공하는 전자 매체(On-line)을 통하여 가입 한 자 전용으로 선취판매수수 료가 징구되는 수익증권,납입금액의 0.4%,없음,없음,없음,0.275,0.11,1.02,0.2753,"{""1y"":""70"",""2y"":""101"",""3y"":""134"",""5y"":""205"",""10y"":""417""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0003""},{""label"":""transaction_cost"",""value"":""0.0483""}]","[5,40]",cell_grid,1.0,클래스명: 수수료선취- 온라인형(Ae) | 납입금액 의 0.4% 수수료선취- 온라인형(Ae) 납입금액 의 0.4% 0.275 0.11 1.02 0.2753 70 101 134 205 417
FUND000045,KR5120451001,C-H,CLASS000632,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-주택마련,미징구,오프라인,주택마련,True,만 18세 이상의 거주자로서 가입 당시 아래 각 목의 어느 하나에 해당될 것 - 주택을 소유하지 아니한 세 대의 세대주 -「소득세법」 제99조제1항에 따른 주택의 기준시가가 5 천만원 이하인 주택 또는 대통령령으로 정하는 규모 이하의 주택으로서 기준시 가가 3억원 이하인 주택을 한 채만 소유한 세대의 세 대주,없음,없음,없음,없음,0.985,0.82,-,0.985,"{""1y"":""101"",""2y"":""206"",""3y"":""315"",""5y"":""547"",""10y"":""1212""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""}]","[40,39,42]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.82'), (3, '0.01'), (4, '0.005'), (5, '0.985'), (7, '0.985'), (9, '0.985')]"
FUND000045,KR5120451001,C-R,CLASS000635,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-퇴직연금,미징구,오프라인,퇴직연금,True,근로자퇴직급여보장법률에 따 른 퇴직연금 전용 수익증권,없음,없음,없음,없음,0.865,0.70,-,0.8671,"{""1y"":""91"",""2y"":""186"",""3y"":""286"",""5y"":""501"",""10y"":""1141""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0021""},{""label"":""transaction_cost"",""value"":""0.0483""}]","[40,39,42]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.70'), (3, '0.01'), (4, '0.005'), (5, '0.865'), (6, '0.0021'), (7, '0.8671'), (9, '0.8851'), (10, '0.0483')]"
FUND000045,KR5120451001,C-Re,CLASS000636,EXACT_NORMALIZED_MATCH,수수료미징구-온라인-퇴직연금,미징구,온라인,퇴직연금,True,,없음,없음,없음,없음,0.515,0.35,-,0.5171,"{""1y"":""55"",""2y"":""112"",""3y"":""173"",""5y"":""303"",""10y"":""690""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0021""},{""label"":""transaction_cost"",""value"":""0.0483""}]","[40,43]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.35'), (3, '0.01'), (4, '0.005'), (5, '0.515'), (6, '0.0021'), (7, '0.5171'), (9, '0.5352'), (10, '0.0483')]"
FUND000045,KR5120451001,C1,CLASS000630,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인,미징구,오프라인,,True,제한없음,없음,없음,없음,없음,1.165,1.00,1.59,1.1668,"{""1y"":""121"",""2y"":""249"",""3y"":""383"",""5y"":""671"",""10y"":""1528""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.0018""},{""label"":""transaction_cost"",""value"":""0.0483""}]","[5,40]",cell_grid,1.0,"클래스명: 수수료미징구- 오프라인형(C1) | 없음 수수료미징구- 오프라인형(C1) 없음 1.165 1.00 1.59 1.1668 121 249 383 671 1,528"
FUND000045,KR5120451001,Ce,CLASS000634,EXACT_NORMALIZED_MATCH,수수료미징구-온라인,미징구,온라인,,True,판매회사 등이 제공하는 전자 매체(On-line)을 통하여 가입 한 자,없음,없음,없음,없음,0.665,0.50,1.16,0.665,"{""1y"":""70"",""2y"":""144"",""3y"":""221"",""5y"":""387"",""10y"":""881""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""},{""label"":""other_expense"",""value"":""0.00""},{""label"":""transaction_cost"",""value"":""0.0487""}]","[5,40]",cell_grid,1.0,클래스명: 수수료미징구- 온라인형(Ce) | 없음 수수료미징구- 온라인형(Ce) 없음 0.665 0.50 1.16 0.665 70 144 221 387 881
FUND000045,KR5120451001,Cw,CLASS000631,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-랩,미징구,오프라인,,False,판매회사의 일임형 Wrap계좌 를 보유한 자,없음,없음,없음,없음,0.165,0.00,-,0.165,"{""1y"":""17"",""2y"":""35"",""3y"":""53"",""5y"":""93"",""10y"":""211""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.01""},{""label"":""admin_fee"",""value"":""0.005""}]","[40,39,42]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.15'), (2, '0.00'), (3, '0.01'), (4, '0.005'), (5, '0.165'), (7, '0.165'), (9, '0.165')]"
FUND000012,KR5122420005,A,CLASS000152,EXACT_NORMALIZED_MATCH,수수료선취-오프라인,선취,오프라인,,True,,0.10%,없음,없음,없음,0.3000,0.2000,0.3400,0.3089,"{""1y"":""41"",""2y"":""73"",""3y"":""107"",""5y"":""180"",""10y"":""394""}","[{""label"":""management_fee"",""value"":""0.0750""},{""label"":""trustee_fee"",""value"":""0.0150""},{""label"":""admin_fee"",""value"":""0.0100""},{""label"":""other_expense"",""value"":""0.0023""},{""label"":""transaction_cost"",""value"":""0.0468""}]","[4,37]",cell_grid,1.0,클래스명: 수수료선취- 오프라인형(A) | 납입금액의 0.10% 납입금액의 0.10% 0.3000 0.2000 0.3400 0.3089 41 73 107 180 394
FUND000012,KR5122420005,A-E,CLASS000153,EXACT_NORMALIZED_MATCH,수수료선취-온라인,선취,온라인,,True,,0.05%,없음,없음,없음,0.2000,0.1000,0.2600,0.2089,"{""1y"":""26"",""2y"":""47"",""3y"":""70"",""5y"":""119"",""10y"":""263""}","[{""label"":""management_fee"",""value"":""0.0750""},{""label"":""trustee_fee"",""value"":""0.0150""},{""label"":""admin_fee"",""value"":""0.0100""},{""label"":""other_expense"",""value"":""0.0023""},{""label"":""transaction_cost"",""value"":""0.0474""}]","[4,37]",cell_grid,1.0,클래스명: 투자비용 수수료선취- 온라인형(A-E) | 납입금액의 0.05% 납입금액의 0.05% 0.2000 0.1000 0.2600 0.2089 26 47 70 119 263
FUND000012,KR5122420005,A-G,CLASS000169,EXACT_NORMALIZED_MATCH,수수료선취-오프라인-무권유저비용형,선취,오프라인,,True,,0.07% 이내,없음,없음,없음,0.2500,0.150,-,0.2500,"{""1y"":""33"",""2y"":""59"",""3y"":""88"",""5y"":""148"",""10y"":""329""}","[{""label"":""management_fee"",""value"":""0.0750""},{""label"":""trustee_fee"",""value"":""0.0150""},{""label"":""admin_fee"",""value"":""0.0100""}]","[37,36,39]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.0750'), (2, '0.150'), (3, '0.0150'), (4, '0.0100'), (6, '0.2500'), (7, '0.2500')]"
